id_cliente,nombre,email,genero,fecha_nacimiento,ciudad,segmento,edad
1437,José Martínez Morales,jose.martinez.morales2@correo.com,Masculino,2012-03-09,San Miguel,<Na>,14.0
1438,Carlos Vásquez Chávez,carlos.vasquez.chavez3@correo.com,Femenino,,Santa Ana,Vip,
1439,Carlos López Ramírez,carlos.lopez.ramirez4@correo.com,,,San Miguel,Pyme,
1440,Karla Gómez Aguilar,karla.gomez.aguilar5@example.com,Masculino,,San Salvador,Vip,
1441,Ana López Torres,ana.lopez.torres6@example.com,Femenino,,La Libertad,<Na>,
1442,Carmen Hernández Martínez,carmen.hernandez.martinez0@correo.com,,,San Salvador,Pyme,
1443,Ana Castillo Martínez,ana.castillo.martinez1@example.com,,,San Salvador,Pyme,
1444,Carmen López Hernández,carmen.lopez.hernandez2@seguro.sv,Femenino,1947-09-22,San Miguel,Vip,78.0
1445,Jorge Aguilar García,jorge.aguilar.garcia3@correo.com,Masculino,,La Libertad,Vip,
1446,Ricardo Rojas Chávez,ricardo.rojas.chavez4@mail.com,Femenino,,San Salvador,Regular,
1447,Ricardo Ramírez Flores,ricardo.ramirez.flores5@correo.com,Masculino,,San Salvador,<Na>,
1448,Andrés Ortiz Aguilar,andres.ortiz.aguilar6@mail.com,Femenino,,San Salvador,Regular,
1449,Paula Aguilar Ortiz,paula.aguilar.ortiz0@example.com,Masculino,1954-09-14,Santa Ana,Regular,71.0
1450,Andrés Gómez Santos,andres.gomez.santos1@example.com,Femenino,,La Libertad,Pyme,
1451,Pedro Rojas García,pedro.rojas.garcia2@correo.com,Femenino,,La Libertad,<Na>,
1452,Carmen Martínez Reyes,carmen.martinez.reyes3@correo.com,Femenino,,Sonsonate,<Na>,
1453,Luis Ramírez Morales,luis.ramirez.morales4@mail.com,Masculino,1947-05-02,San Salvador,Vip,78.0
1454,Jorge López Flores,jorge.lopez.flores5@correo.com,Masculino,,La Libertad,Regular,
1455,Pedro Ortiz Morales,pedro.ortiz.morales6@seguro.sv,Masculino,1986-12-06,San Miguel,Vip,39.0
1456,Diego Chávez Pérez,diego.chavez.perez0@correo.com,Femenino,2002-04-04,San Salvador,Premium,23.0
1457,María Castillo Cruz,maria.castillo.cruz1@correo.com,Masculino,,Santa Ana,Vip,
1458,Ana Castillo Hernández,ana.castillo.hernandez2@mail.com,Masculino,,La Libertad,Pyme,
1459,Pedro Morales López,pedro.morales.lopez3@example.com,,,Santa Ana,Pyme,
1460,Karla Santos Aguilar,karla.santos.aguilar4@mail.com,Masculino,,San Salvador,Regular,
1461,Pedro López Flores,pedro.lopez.flores5@seguro.sv,Masculino,,La Libertad,<Na>,
1462,Pedro Aguilar López,pedro.aguilar.lopez6@seguro.sv,Masculino,,San Miguel,Vip,
1463,María Cruz Hernández,maria.cruz.hernandez0@example.com,Masculino,1980-10-16,La Libertad,Regular,45.0
1464,Carlos Ortiz Chávez,carlos.ortiz.chavez1@mail.com,Femenino,,Sonsonate,<Na>,
1465,Paula García Mendoza,paula.garcia.mendoza2@gmail.com,,1956-04-04,San Salvador,<Na>,70.0
1466,José Mendoza Aguilar,jose.mendoza.aguilar3@example.com,,,San Miguel,Regular,
1467,Andrés Hernández Pérez,andres.hernandez.perez4@seguro.sv,Masculino,,La Libertad,Pyme,
1468,Juan Castillo Gómez,juan.castillo.gomez5@gmail.com,,,La Libertad,Vip,
1469,Carmen Pérez Pérez,carmen.perez.perez6@gmail.com,Femenino,,La Libertad,Regular,
1470,Andrés López Mendoza,andres.lopez.mendoza0@gmail.com,Masculino,,La Libertad,Regular,
1471,Andrés Ortiz Rojas,andres.ortiz.rojas1@example.com,Masculino,,La Libertad,<Na>,
1472,Diego Pérez Hernández,diego.perez.hernandez2@gmail.com,,,La Libertad,Regular,
1473,Fernanda Flores Aguilar,fernanda.flores.aguilar3@correo.com,Femenino,,San Salvador,Vip,
1474,Diego Ramírez Pérez,diego.ramirez.perez4@seguro.sv,Femenino,,San Salvador,Vip,
1475,José Mendoza Flores,jose.mendoza.flores5@example.com,,,Santa Ana,Premium,
1476,Sofía Aguilar Aguilar,sofia.aguilar.aguilar6@correo.com,,1982-12-13,Sonsonate,Premium,43.0
1477,Luis Mendoza Pérez,luis.mendoza.perez0@gmail.com,Masculino,2008-03-24,Santa Ana,Pyme,17.0
1478,Pedro Cruz Flores,pedro.cruz.flores1@seguro.sv,Femenino,,La Libertad,Premium,
1479,Pedro Morales Chávez,pedro.morales.chavez2@correo.com,,,Sonsonate,Pyme,
1480,Carmen Cruz Torres,carmen.cruz.torres3@mail.com,,1986-10-06,San Salvador,Vip,39.0
1481,Fernanda García Pérez,fernanda.garcia.perez4@example.com,Femenino,,San Miguel,Regular,
1482,Carlos Ortiz Torres,carlos.ortiz.torres5@seguro.sv,Masculino,,La Libertad,<Na>,
1483,Karla Torres Santos,karla.torres.santos6@mail.com,,,Sonsonate,<Na>,
1484,María Flores Flores,maria.flores.flores0@gmail.com,Masculino,,San Miguel,Premium,
1485,Jorge Ramírez Vásquez,jorge.ramirez.vasquez1@example.com,Masculino,,San Miguel,<Na>,
1486,Andrés Ramírez Torres,andres.ramirez.torres2@example.com,Masculino,,Sonsonate,Regular,
1487,Sofía Chávez Santos,sofia.chavez.santos3@example.com,Masculino,,Santa Ana,Regular,
1488,Carmen Aguilar Vásquez,carmen.aguilar.vasquez4@example.com,Femenino,,Sonsonate,Premium,
1489,Valeria Torres García,valeria.torres.garcia5@seguro.sv,Masculino,,San Salvador,Premium,
1490,Valeria Aguilar Chávez,valeria.aguilar.chavez6@example.com,Masculino,1989-05-26,La Libertad,Regular,36.0
1491,Juan Rojas Aguilar,juan.rojas.aguilar0@seguro.sv,,,San Salvador,Premium,
1492,José Vásquez Martínez,jose.vasquez.martinez1@example.com,Masculino,1943-09-06,Sonsonate,Premium,82.0
1493,José Rojas Ramírez,jose.rojas.ramirez2@gmail.com,Femenino,,San Salvador,<Na>,
1494,Valeria Castillo Rojas,valeria.castillo.rojas3@gmail.com,Femenino,1961-08-04,San Miguel,Regular,64.0
1495,Diego Pérez López,diego.perez.lopez4@correo.com,,,Santa Ana,<Na>,
1496,Ana Gómez García,ana.gomez.garcia5@example.com,,,San Salvador,Pyme,
1497,Diego Cruz Chávez,diego.cruz.chavez6@correo.com,Masculino,,San Salvador,Premium,
1498,Carlos Rojas Santos,carlos.rojas.santos0@seguro.sv,Masculino,,San Salvador,Pyme,
1499,Paula Chávez Pérez,paula.chavez.perez1@gmail.com,,,Sonsonate,Premium,
1500,Ricardo Rojas Mendoza,ricardo.rojas.mendoza2@seguro.sv,Masculino,1970-09-16,La Libertad,<Na>,55.0
1501,Sofía Vásquez Pérez,sofia.vasquez.perez3@seguro.sv,,,Santa Ana,Regular,
1502,Pedro Morales Flores,pedro.morales.flores4@correo.com,,1962-04-26,La Libertad,<Na>,63.0
1503,Diego García Chávez,diego.garcia.chavez5@seguro.sv,Femenino,,San Miguel,Vip,
1504,Ricardo Rojas Chávez,ricardo.rojas.chavez6@example.com,Femenino,,San Miguel,Regular,
1505,Ricardo Gómez Gómez,ricardo.gomez.gomez0@gmail.com,Femenino,1959-08-29,Santa Ana,Pyme,66.0
1506,Pedro Martínez Cruz,pedro.martinez.cruz1@correo.com,Masculino,1948-01-27,Sonsonate,Regular,78.0
1507,María Mendoza Flores,maria.mendoza.flores2@correo.com,,,Santa Ana,Pyme,
1508,Carlos Gómez Mendoza,carlos.gomez.mendoza3@mail.com,Femenino,,Sonsonate,Regular,
1509,Fernanda Aguilar Rojas,fernanda.aguilar.rojas4@correo.com,Femenino,,San Salvador,Regular,
1510,Carmen Ortiz Hernández,carmen.ortiz.hernandez5@example.com,,,Sonsonate,Premium,
1511,Ana Reyes Gómez,ana.reyes.gomez6@mail.com,Masculino,2008-10-01,San Salvador,Premium,17.0
1512,Carmen Martínez Aguilar,carmen.martinez.aguilar0@correo.com,Femenino,,Sonsonate,Pyme,
1513,Diego Chávez Gómez,diego.chavez.gomez1@correo.com,,2003-09-19,San Salvador,Pyme,22.0
1514,Luis López Castillo,luis.lopez.castillo2@seguro.sv,Masculino,,Sonsonate,Pyme,
1515,Daniela Chávez Mendoza,daniela.chavez.mendoza3@gmail.com,,,Sonsonate,Premium,
1516,Daniela Aguilar Pérez,daniela.aguilar.perez4@mail.com,Femenino,,San Miguel,<Na>,
1517,Andrés Morales Morales,andres.morales.morales5@example.com,,,San Salvador,Pyme,
1518,Luis Chávez Santos,luis.chavez.santos6@correo.com,Masculino,,La Libertad,Premium,
1519,Ana Cruz Chávez,ana.cruz.chavez0@seguro.sv,,,Santa Ana,Premium,
1520,Andrés Martínez Cruz,andres.martinez.cruz1@mail.com,Femenino,,San Salvador,Pyme,
1521,Lucía Rojas García,lucia.rojas.garcia2@gmail.com,Masculino,,San Salvador,Vip,
1522,Pedro Reyes Ramírez,pedro.reyes.ramirez3@correo.com,Femenino,,Santa Ana,Regular,
1523,Juan López Mendoza,juan.lopez.mendoza4@example.com,Femenino,,La Libertad,<Na>,
1524,Paula Vásquez Torres,paula.vasquez.torres5@mail.com,Masculino,1969-04-18,San Salvador,Pyme,56.0
1525,Andrés Mendoza Martínez,andres.mendoza.martinez6@gmail.com,Masculino,,Santa Ana,Regular,
1526,Paula Flores Pérez,paula.flores.perez0@correo.com,Masculino,1952-10-03,La Libertad,Pyme,73.0
1527,Diego Martínez Martínez,diego.martinez.martinez1@correo.com,Masculino,,Sonsonate,Pyme,
1528,Luis Rojas Ortiz,luis.rojas.ortiz2@correo.com,Femenino,,Santa Ana,Regular,
1529,Ricardo García Cruz,ricardo.garcia.cruz3@correo.com,Masculino,,San Salvador,Pyme,
1530,Marta Torres Vásquez,marta.torres.vasquez4@example.com,Femenino,1982-01-25,Sonsonate,Regular,44.0
1531,Daniela Pérez Santos,daniela.perez.santos5@gmail.com,Masculino,,San Salvador,Pyme,
1532,Valeria Reyes Mendoza,valeria.reyes.mendoza6@seguro.sv,Femenino,1966-12-19,San Miguel,Vip,59.0
1533,Luis Ortiz Cruz,luis.ortiz.cruz0@correo.com,,,San Salvador,<Na>,
1534,Pedro Rojas Morales,pedro.rojas.morales1@example.com,Masculino,,Santa Ana,Pyme,
1535,María Reyes Martínez,maria.reyes.martinez2@seguro.sv,,,La Libertad,Regular,
1536,Pedro Hernández Castillo,pedro.hernandez.castillo3@seguro.sv,,1961-02-21,Santa Ana,Pyme,65.0
1537,Diego Castillo Cruz,diego.castillo.cruz4@example.com,,1994-10-11,San Miguel,Pyme,31.0
1538,María Hernández García,maria.hernandez.garcia5@mail.com,,1947-05-21,La Libertad,Vip,78.0
1539,Luis Martínez López,luis.martinez.lopez6@correo.com,Femenino,,San Miguel,Vip,
1540,Juan Gómez Castillo,juan.gomez.castillo0@gmail.com,Masculino,,Sonsonate,Premium,
1541,Carmen Morales Aguilar,carmen.morales.aguilar1@example.com,Femenino,1949-08-24,San Salvador,Regular,76.0
1542,Luis García Chávez,luis.garcia.chavez2@correo.com,Masculino,1994-05-19,San Salvador,<Na>,31.0
1543,Diego Castillo Martínez,diego.castillo.martinez3@correo.com,,,San Miguel,Regular,
1544,Carlos Morales Rojas,carlos.morales.rojas4@example.com,Masculino,,Santa Ana,Pyme,
1545,Luis Pérez Martínez,luis.perez.martinez5@mail.com,,,La Libertad,Premium,
1546,María Castillo Reyes,maria.castillo.reyes6@correo.com,,,La Libertad,<Na>,
1547,Jorge Castillo Ramírez,jorge.castillo.ramirez0@example.com,,,Santa Ana,Vip,
1548,Juan Martínez Flores,juan.martinez.flores1@seguro.sv,,,San Miguel,Premium,
1549,Marta Rojas Reyes,marta.rojas.reyes2@correo.com,Femenino,,San Miguel,Vip,
1550,Ricardo Reyes Pérez,ricardo.reyes.perez3@correo.com,Masculino,1943-10-09,La Libertad,Premium,82.0
1551,Carmen Rojas Martínez,carmen.rojas.martinez4@example.com,Femenino,,San Miguel,Vip,
1552,Ricardo Mendoza Ramírez,ricardo.mendoza.ramirez5@gmail.com,Femenino,1958-12-08,La Libertad,<Na>,67.0
1553,Karla Torres Ramírez,karla.torres.ramirez6@mail.com,,1979-01-08,Sonsonate,<Na>,47.0
1554,Paula Martínez Castillo,paula.martinez.castillo0@gmail.com,Masculino,,La Libertad,Pyme,
1555,Karla Santos Cruz,karla.santos.cruz1@correo.com,,,San Miguel,Premium,
1556,Jorge Flores Morales,jorge.flores.morales2@correo.com,,,La Libertad,Pyme,
1557,Juan García Flores,juan.garcia.flores3@gmail.com,,,Sonsonate,<Na>,
1558,Juan Aguilar Santos,juan.aguilar.santos4@gmail.com,Femenino,,Santa Ana,<Na>,
1559,Marta Gómez Ortiz,marta.gomez.ortiz5@seguro.sv,Masculino,,Santa Ana,Vip,
1560,José Pérez Flores,jose.perez.flores6@example.com,,,La Libertad,Premium,
1561,Pedro Hernández Castillo,pedro.hernandez.castillo0@gmail.com,Masculino,,San Salvador,Vip,
1562,Ana Cruz García,ana.cruz.garcia1@example.com,,,La Libertad,Vip,
1563,Daniela Ortiz Chávez,daniela.ortiz.chavez2@gmail.com,Femenino,,San Miguel,Regular,
1564,Carmen Morales Ramírez,carmen.morales.ramirez3@mail.com,Femenino,,San Salvador,Premium,
1565,Marta Gómez Mendoza,marta.gomez.mendoza4@seguro.sv,Masculino,,San Salvador,Pyme,
1566,Andrés Hernández Mendoza,andres.hernandez.mendoza5@correo.com,,,Sonsonate,<Na>,
1567,María Cruz Aguilar,maria.cruz.aguilar6@seguro.sv,Femenino,,Santa Ana,Vip,
1568,Paula Ramírez López,paula.ramirez.lopez0@example.com,Masculino,,La Libertad,Regular,
1569,Paula García Pérez,paula.garcia.perez1@gmail.com,Masculino,1948-08-10,Santa Ana,Pyme,77.0
1570,Fernanda Ortiz Reyes,fernanda.ortiz.reyes2@mail.com,Masculino,,Santa Ana,<Na>,
1571,Andrés Castillo Martínez,andres.castillo.martinez3@example.com,Masculino,,San Miguel,Premium,
1572,Valeria Reyes Rojas,valeria.reyes.rojas4@example.com,Masculino,,San Miguel,Pyme,
1573,Ana López Castillo,ana.lopez.castillo5@mail.com,,1969-05-27,Sonsonate,Vip,56.0
1574,Pedro Hernández Hernández,pedro.hernandez.hernandez6@example.com,Masculino,,Sonsonate,<Na>,
1575,María Cruz Martínez,maria.cruz.martinez0@gmail.com,Masculino,,Sonsonate,<Na>,
1576,Carlos Ortiz Castillo,carlos.ortiz.castillo1@mail.com,Femenino,,San Salvador,Regular,
1577,Juan Pérez García,juan.perez.garcia2@gmail.com,Femenino,,La Libertad,Pyme,
1578,Pedro Morales Ortiz,pedro.morales.ortiz3@gmail.com,Masculino,,San Salvador,Premium,
1579,Carmen Santos Hernández,carmen.santos.hernandez4@seguro.sv,Masculino,,Santa Ana,Premium,
1580,Andrés López Mendoza,andres.lopez.mendoza5@correo.com,,1964-07-08,Santa Ana,Pyme,61.0
1581,Sofía Torres Morales,sofia.torres.morales6@example.com,Femenino,,La Libertad,Pyme,
1582,Jorge Castillo Flores,jorge.castillo.flores0@mail.com,,,Sonsonate,Vip,
1583,José Morales Santos,jose.morales.santos1@correo.com,Femenino,,Sonsonate,Premium,
1584,Luis Martínez Cruz,luis.martinez.cruz2@mail.com,Masculino,,Santa Ana,Regular,
1585,José Santos López,jose.santos.lopez3@mail.com,Femenino,,San Salvador,Premium,
1586,Paula Pérez Pérez,paula.perez.perez4@mail.com,Femenino,,La Libertad,<Na>,
1587,Valeria Chávez Ramírez,valeria.chavez.ramirez5@seguro.sv,Femenino,,Santa Ana,Pyme,
1588,Valeria Rojas Martínez,valeria.rojas.martinez6@mail.com,Femenino,,Sonsonate,Premium,
1589,Andrés Hernández Castillo,andres.hernandez.castillo0@correo.com,,,La Libertad,Vip,
1590,Jorge Chávez Vásquez,jorge.chavez.vasquez1@seguro.sv,Masculino,,La Libertad,Regular,
1591,Carmen Aguilar Cruz,carmen.aguilar.cruz2@mail.com,Masculino,,La Libertad,<Na>,
1592,Daniela Pérez Hernández,daniela.perez.hernandez3@gmail.com,Femenino,,San Miguel,Regular,
1593,Lucía López García,lucia.lopez.garcia4@mail.com,Masculino,,San Miguel,<Na>,
1594,Karla Santos Mendoza,karla.santos.mendoza5@gmail.com,Femenino,,San Salvador,<Na>,
1595,Andrés Santos Reyes,andres.santos.reyes6@correo.com,Masculino,,La Libertad,Regular,
1596,Jorge Ramírez Morales,jorge.ramirez.morales0@gmail.com,Femenino,2000-02-04,San Miguel,Pyme,26.0
1597,Ricardo Torres Ramírez,ricardo.torres.ramirez1@example.com,Femenino,,Santa Ana,Regular,
1598,Ricardo Cruz Rojas,ricardo.cruz.rojas2@mail.com,Masculino,1990-06-16,Santa Ana,Pyme,35.0
1599,Juan Ramírez Chávez,juan.ramirez.chavez3@mail.com,Masculino,1976-12-29,La Libertad,Premium,49.0
1600,Sofía Ramírez Vásquez,sofia.ramirez.vasquez4@mail.com,Femenino,,San Salvador,<Na>,
1601,Paula Ramírez García,paula.ramirez.garcia5@gmail.com,Masculino,,San Miguel,<Na>,
1602,Diego Martínez Aguilar,diego.martinez.aguilar6@correo.com,Masculino,,La Libertad,Pyme,
1603,Marta Hernández García,marta.hernandez.garcia0@gmail.com,Femenino,,La Libertad,Regular,
1604,Paula Ortiz Gómez,paula.ortiz.gomez1@gmail.com,Femenino,,Santa Ana,Premium,
1605,Diego Martínez Gómez,diego.martinez.gomez2@correo.com,,,La Libertad,Pyme,
1606,Diego Torres Pérez,diego.torres.perez3@correo.com,Femenino,,La Libertad,Vip,
1607,Carmen Aguilar Morales,carmen.aguilar.morales4@mail.com,Masculino,,La Libertad,Vip,
1608,Carmen Ramírez García,carmen.ramirez.garcia5@seguro.sv,Masculino,,San Miguel,<Na>,
1609,Daniela Santos Santos,daniela.santos.santos6@correo.com,Femenino,1969-08-11,Sonsonate,Pyme,56.0
1610,Andrés Gómez Torres,andres.gomez.torres0@example.com,Femenino,2011-04-19,Santa Ana,Premium,14.0
1611,Lucía Castillo Morales,lucia.castillo.morales1@mail.com,Femenino,,Santa Ana,Premium,
1612,Fernanda Hernández Ortiz,fernanda.hernandez.ortiz2@gmail.com,,,Sonsonate,<Na>,
1613,Diego Pérez Cruz,diego.perez.cruz3@gmail.com,Masculino,,Santa Ana,<Na>,
1614,María Reyes Mendoza,maria.reyes.mendoza4@example.com,Femenino,1988-03-23,Santa Ana,Vip,38.0
1615,Andrés Aguilar Ramírez,andres.aguilar.ramirez5@correo.com,Masculino,,Sonsonate,<Na>,
1616,Paula García Rojas,paula.garcia.rojas6@mail.com,Femenino,,Santa Ana,Regular,
1617,Ana Martínez López,ana.martinez.lopez0@mail.com,Femenino,,San Miguel,<Na>,
1618,María García Ramírez,maria.garcia.ramirez1@mail.com,,1983-02-18,San Miguel,<Na>,43.0
1619,Ana Pérez Vásquez,ana.perez.vasquez2@mail.com,Masculino,,San Miguel,Premium,
1620,María Ortiz Pérez,maria.ortiz.perez3@gmail.com,,,La Libertad,Vip,
1621,Luis Gómez Castillo,luis.gomez.castillo4@mail.com,Femenino,,La Libertad,<Na>,
1622,Andrés Chávez López,andres.chavez.lopez5@mail.com,Masculino,,Santa Ana,Regular,
1623,Marta García Vásquez,marta.garcia.vasquez6@gmail.com,,,La Libertad,Vip,
1624,Diego Rojas Pérez,diego.rojas.perez0@correo.com,Femenino,,San Salvador,Regular,
1625,Carmen Santos Morales,carmen.santos.morales1@mail.com,Masculino,,San Salvador,Premium,
1626,Diego Rojas Torres,diego.rojas.torres2@gmail.com,Femenino,,Sonsonate,Premium,
1627,Luis García Martínez,luis.garcia.martinez3@mail.com,,,Sonsonate,<Na>,
1628,Daniela López Flores,daniela.lopez.flores4@correo.com,Masculino,,La Libertad,<Na>,
1629,Sofía Morales Ramírez,sofia.morales.ramirez5@seguro.sv,Femenino,,Santa Ana,Premium,
1630,Lucía Torres Castillo,lucia.torres.castillo6@gmail.com,Masculino,,La Libertad,Premium,
1631,Ana Cruz Rojas,ana.cruz.rojas0@example.com,Masculino,,Santa Ana,Regular,
1632,Valeria García Chávez,valeria.garcia.chavez1@example.com,Masculino,,Santa Ana,Regular,
1633,Carlos Martínez Gómez,carlos.martinez.gomez2@example.com,Femenino,1976-03-06,Santa Ana,Premium,50.0
1634,Ana García Aguilar,ana.garcia.aguilar3@example.com,Femenino,1973-11-05,Sonsonate,<Na>,52.0
1635,Ana Cruz Hernández,ana.cruz.hernandez4@gmail.com,Masculino,,San Miguel,Premium,
1636,Paula Torres Martínez,paula.torres.martinez5@mail.com,Femenino,,San Miguel,Premium,
1637,Sofía Ramírez Vásquez,sofia.ramirez.vasquez6@example.com,Femenino,,San Salvador,Premium,
1638,Luis Hernández García,luis.hernandez.garcia0@seguro.sv,Masculino,,San Salvador,Vip,
1639,Karla Ramírez Cruz,karla.ramirez.cruz1@correo.com,,,Santa Ana,Regular,
1640,Diego Martínez Rojas,diego.martinez.rojas2@mail.com,Femenino,1943-02-12,La Libertad,Pyme,83.0
1641,José Chávez Mendoza,jose.chavez.mendoza3@gmail.com,Femenino,,Santa Ana,Vip,
1642,Ana Santos Hernández,ana.santos.hernandez4@mail.com,Masculino,,Sonsonate,Vip,
1643,Diego Morales Reyes,diego.morales.reyes5@seguro.sv,Femenino,,Sonsonate,Pyme,
1644,Ana Torres Ramírez,ana.torres.ramirez6@example.com,,,San Salvador,<Na>,
1645,María Hernández Mendoza,maria.hernandez.mendoza0@example.com,Masculino,1997-05-09,San Miguel,Premium,28.0
1646,Lucía Mendoza Aguilar,lucia.mendoza.aguilar1@gmail.com,,,Santa Ana,Premium,
1647,Sofía Torres Torres,sofia.torres.torres2@correo.com,,,San Miguel,Pyme,
1648,María García Flores,maria.garcia.flores3@example.com,,1943-04-10,Sonsonate,Vip,82.0
1649,Pedro López Reyes,pedro.lopez.reyes4@seguro.sv,,,San Salvador,Vip,
1650,José Pérez Rojas,jose.perez.rojas5@mail.com,Masculino,,Sonsonate,Regular,
1651,Lucía Morales Torres,lucia.morales.torres6@mail.com,,,La Libertad,Regular,
1652,Sofía Hernández Gómez,sofia.hernandez.gomez0@example.com,Femenino,,La Libertad,<Na>,
1653,Carmen Rojas Santos,carmen.rojas.santos1@seguro.sv,,1949-10-04,Santa Ana,Premium,76.0
1654,Daniela Flores Castillo,daniela.flores.castillo2@mail.com,Masculino,,Sonsonate,<Na>,
1655,Paula Ramírez Reyes,paula.ramirez.reyes3@gmail.com,Masculino,,La Libertad,Premium,
1656,Diego Vásquez Torres,diego.vasquez.torres4@mail.com,Masculino,,La Libertad,<Na>,
1657,Juan Mendoza Vásquez,juan.mendoza.vasquez5@mail.com,Femenino,,Sonsonate,Vip,
1658,Paula Flores Santos,paula.flores.santos6@gmail.com,Femenino,2012-06-05,La Libertad,<Na>,13.0
1659,Lucía Castillo Ortiz,lucia.castillo.ortiz0@gmail.com,Masculino,,San Salvador,Regular,
1660,Luis Ortiz Vásquez,luis.ortiz.vasquez1@gmail.com,Masculino,,San Miguel,Vip,
1661,Carlos López Mendoza,carlos.lopez.mendoza2@correo.com,,,San Salvador,Premium,
1662,Carlos Pérez Rojas,carlos.perez.rojas3@mail.com,,1976-04-06,San Salvador,Pyme,49.0
1663,Luis Morales Hernández,luis.morales.hernandez4@mail.com,Masculino,,Santa Ana,Regular,
1664,Fernanda Cruz Mendoza,fernanda.cruz.mendoza5@gmail.com,Femenino,,Sonsonate,<Na>,
1665,Ana Castillo López,ana.castillo.lopez6@mail.com,,1970-12-03,Sonsonate,Regular,55.0
1666,Ana Ortiz Pérez,ana.ortiz.perez0@example.com,Masculino,,La Libertad,Vip,
1667,Fernanda Morales Santos,fernanda.morales.santos1@mail.com,Masculino,,Sonsonate,Pyme,
1668,José Pérez Ramírez,jose.perez.ramirez2@gmail.com,Femenino,,San Miguel,Regular,
1669,Lucía Ortiz Pérez,lucia.ortiz.perez3@example.com,Masculino,,San Salvador,Premium,
1670,Ricardo Cruz López,ricardo.cruz.lopez4@gmail.com,,1940-08-01,La Libertad,Vip,85.0
1671,Juan Hernández Morales,juan.hernandez.morales5@mail.com,Masculino,,Sonsonate,Vip,
1672,Juan García Morales,juan.garcia.morales6@example.com,Masculino,,Sonsonate,Regular,
1673,Juan Chávez Rojas,juan.chavez.rojas0@gmail.com,Masculino,2009-05-29,La Libertad,Premium,16.0
1674,Juan Vásquez Cruz,juan.vasquez.cruz1@mail.com,,,La Libertad,Regular,
1675,Lucía Gómez Martínez,lucia.gomez.martinez2@correo.com,,,Santa Ana,Premium,
1676,Pedro López Ortiz,pedro.lopez.ortiz3@seguro.sv,Masculino,,La Libertad,Premium,
1677,Jorge Torres García,jorge.torres.garcia4@mail.com,,2008-12-31,Sonsonate,Vip,17.0
1678,Sofía Ramírez Ramírez,sofia.ramirez.ramirez5@correo.com,Femenino,,Santa Ana,Regular,
1679,Lucía Hernández Chávez,lucia.hernandez.chavez6@seguro.sv,Femenino,,Santa Ana,Vip,
1680,Karla Gómez López,karla.gomez.lopez0@seguro.sv,Masculino,1974-01-28,San Miguel,Pyme,52.0
1681,Ricardo Ortiz Santos,ricardo.ortiz.santos1@correo.com,Masculino,,San Salvador,Regular,
1682,Carlos Flores Santos,carlos.flores.santos2@correo.com,Femenino,,San Salvador,Pyme,
1683,Carlos Mendoza Martínez,carlos.mendoza.martinez3@example.com,Femenino,,La Libertad,Regular,
1684,José Morales Aguilar,jose.morales.aguilar4@correo.com,,,Sonsonate,Premium,
1685,María López Gómez,maria.lopez.gomez5@seguro.sv,Femenino,1997-05-01,Santa Ana,Premium,28.0
1686,Valeria Mendoza Rojas,valeria.mendoza.rojas6@example.com,,1955-05-25,La Libertad,Pyme,70.0
1687,Diego Ortiz Cruz,diego.ortiz.cruz0@correo.com,Masculino,,La Libertad,Regular,
1688,Diego Santos Chávez,diego.santos.chavez1@gmail.com,Masculino,,La Libertad,Pyme,
1689,Ricardo Martínez Morales,ricardo.martinez.morales2@seguro.sv,Masculino,,San Salvador,Vip,
1690,Lucía Ortiz Pérez,lucia.ortiz.perez3@correo.com,,,San Miguel,Premium,
1691,María Morales Vásquez,maria.morales.vasquez4@gmail.com,,,San Miguel,<Na>,
1692,Luis García Mendoza,luis.garcia.mendoza5@correo.com,Masculino,1998-06-06,Santa Ana,<Na>,27.0
1693,Lucía Chávez Torres,lucia.chavez.torres6@gmail.com,Masculino,,Santa Ana,<Na>,
1694,Karla Ortiz Castillo,karla.ortiz.castillo0@mail.com,,,San Salvador,Vip,
1695,Karla Cruz Ortiz,karla.cruz.ortiz1@gmail.com,Femenino,1978-11-10,San Miguel,Regular,47.0
1696,Karla Reyes Torres,karla.reyes.torres2@mail.com,Masculino,,San Miguel,Pyme,
1697,Fernanda Mendoza Chávez,fernanda.mendoza.chavez3@mail.com,Masculino,,San Salvador,Premium,
1698,Diego Ortiz Morales,diego.ortiz.morales4@correo.com,Masculino,,San Salvador,Pyme,
1699,Valeria Morales García,valeria.morales.garcia5@seguro.sv,,1995-02-01,Sonsonate,Pyme,31.0
1700,Fernanda Pérez Torres,fernanda.perez.torres6@gmail.com,,,Santa Ana,<Na>,
1701,Jorge Ramírez Aguilar,jorge.ramirez.aguilar0@gmail.com,Femenino,2007-04-07,San Salvador,Premium,18.0
1702,Diego Vásquez Martínez,diego.vasquez.martinez1@mail.com,Masculino,,La Libertad,<Na>,
1703,Marta Chávez Santos,marta.chavez.santos2@mail.com,,,Sonsonate,Regular,
1704,Pedro Flores Flores,pedro.flores.flores3@seguro.sv,,1956-05-17,La Libertad,Premium,69.0
1705,Pedro Torres Castillo,pedro.torres.castillo4@correo.com,Masculino,1956-08-28,Sonsonate,Pyme,69.0
1706,Diego Ramírez Ortiz,diego.ramirez.ortiz5@example.com,,,San Miguel,Regular,
1707,Carmen Ortiz Reyes,carmen.ortiz.reyes6@seguro.sv,,,La Libertad,<Na>,
